"Record Date","Agency Bureau Indicator","Agency Name","Bureau Name","Total Eligible Debt Amount","Total Eligible Debt Count","Eligible Debt Referred Amount","Eligible Debt Referred Count","Eligible Debt Not Referred Amount","Eligible Debt Not Referred Count","Compliance Rate Amount","Compliance Rate Count","CFO Agency Indicator","Fiscal Year","Fiscal Quarter Number","Calendar Year","Calendar Quarter Number","Calendar Month Number","Calendar Day Number"
"2024-03-31","Bureau","Other Agencies","Defense Nuclear Facilities Safety Board","0","0","0","0","0","0","0.0","0.0","null","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Other Agencies","Delta Regional Authority","0","0","0","0","0","0","0.0","0.0","null","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Other Agencies","Denali Commission","0","0","0","0","0","0","0.0","0.0","null","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Other Agencies","District of Columbia Government","0","0","0","0","0","0","0.0","0.0","null","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Other Agencies","Election Assistance Commission","0","0","0","0","0","0","0.0","0.0","null","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Other Agencies","Federal Housing Finance Agency","0","0","0","0","0","0","0.0","0.0","null","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Other Agencies","Federal Housing Finance Agency OIG","0","0","0","0","0","0","0.0","0.0","null","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Other Agencies","Federal Mine Safety & Health Review Comm","0","0","0","0","0","0","0.0","0.0","null","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Other Agencies","Gulf Coast Ecosystem Restoration Council","0","0","0","0","0","0","0.0","0.0","null","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Other Agencies","James Madison Memorial Fellowship","197397","25","0","0","197397","25","0.0","0.0","null","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Other Agencies","John C. Stennis","6313","2","0","0","6313","2","0.0","0.0","null","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Other Agencies","Millennium Challenge Corporation","0","0","0","0","0","0","0.0","0.0","null","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Other Agencies","Morris K. Udall Scholarship","0","0","0","0","0","0","0.0","0.0","null","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Other Agencies","National Capital Planning Commission","0","0","0","0","0","0","0.0","0.0","null","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Other Agencies","National Council on Disability","0","0","0","0","0","0","0.0","0.0","null","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Other Agencies","National Mediation Board","0","0","0","0","0","0","0.0","0.0","null","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Other Agencies","National Transportation Safety Board","0","0","0","0","0","0","0.0","0.0","null","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Other Agencies","Privacy & Civil Liberties Oversight Bd","0","0","0","0","0","0","0.0","0.0","null","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Other Agencies","Surface Transportation Board","0","0","0","0","0","0","0.0","0.0","null","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Other Agencies","U.S.  Agency of Global Media","0","0","0","0","0","0","0.0","0.0","null","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Other Agencies","U.S. Holocaust Memorial Council","0","0","0","0","0","0","0.0","0.0","null","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Other Agencies","U.S. Inst. for Env. Conflict Resolution","8860","2","0","0","8860","2","0.0","0.0","null","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Other Agencies","U.S. Institute of Peace","0","0","0","0","0","0","0.0","0.0","null","2024","2","2024","1","03","31"
"2024-03-31","Agency","Other Agencies/Boards/Commissions","null","1024","1","0","0","1024","1","0.0","0.0","Non-CFO","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Other Agencies/Boards/Commissions","Medicare Payment Advisory Commission","0","0","0","0","0","0","0.0","0.0","null","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Other Agencies/Boards/Commissions","Nuclear Waste Technical Review Board","0","0","0","0","0","0","0.0","0.0","null","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Other Agencies/Boards/Commissions","U.S. Comm. on Int. Religious Freedom","1024","1","0","0","1024","1","0.0","0.0","null","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Other Agencies/Boards/Commissions","U.S.-China Security Review Commission","0","0","0","0","0","0","0.0","0.0","null","2024","2","2024","1","03","31"
"2024-03-31","Agency","Pension Benefit Guaranty Corp","null","4818938","1601","4818938","1601","0","0","100.0","100.0","Non-CFO","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Pension Benefit Guaranty Corp","Pension Benefit Guaranty Corporation","4818938","1601","4818938","1601","0","0","100.0","100.0","null","2024","2","2024","1","03","31"
"2024-03-31","Agency","Presidio Trust Corporation","null","1343620","60","1343620","60","0","0","100.0","100.0","Non-CFO","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Presidio Trust Corporation","Presidio Trust Corporation","1343620","60","1343620","60","0","0","100.0","100.0","null","2024","2","2024","1","03","31"
"2024-03-31","Agency","Railroad Retirement Board","null","24878995","2449","24878995","2449","0","0","100.0","100.0","Non-CFO","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Railroad Retirement Board","Railroad Retirement Board","24878995","2449","24878995","2449","0","0","100.0","100.0","null","2024","2","2024","1","03","31"
"2024-03-31","Agency","Securities & Exchange Commission","null","3127384644","1704","3127384644","1704","0","0","100.0","100.0","Non-CFO","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Securities & Exchange Commission","SEC Enforcement","3127127944","1660","3127127944","1660","0","0","100.0","100.0","null","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Securities & Exchange Commission","Securities and Exchange Commission","256700","44","256700","44","0","0","100.0","100.0","null","2024","2","2024","1","03","31"
"2024-03-31","Agency","Selective Service System","null","1301","2","0","0","1301","2","0.0","0.0","Non-CFO","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Selective Service System","Selective Service System","1301","2","0","0","1301","2","0.0","0.0","null","2024","2","2024","1","03","31"
"2024-03-31","Agency","Small Business Administration","null","57217803197","771093","57217803197","771093","0","0","100.0","100.0","CFO","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Small Business Administration","Small Business Administration","57217803197","771093","57217803197","771093","0","0","100.0","100.0","null","2024","2","2024","1","03","31"
"2024-03-31","Agency","Smithsonian Institution","null","8262","21","0","0","8262","21","0.0","0.0","Non-CFO","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Smithsonian Institution","Administrative Conference of the US","0","0","0","0","0","0","0.0","0.0","null","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Smithsonian Institution","JFK Center for the Performing Arts","0","0","0","0","0","0","0.0","0.0","null","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Smithsonian Institution","National Gallery of Art","0","0","0","0","0","0","0.0","0.0","null","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Smithsonian Institution","Smithsonian Institution","8262","21","0","0","8262","21","0.0","0.0","null","2024","2","2024","1","03","31"
"2024-03-31","Agency","Social Security Administration","null","4286940597","1322221","2343022627","399444","1943917970","922777","54.65488905163852","30.210078345450572","CFO","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Social Security Administration","Social Security Administration","4286940597","1322221","2343022627","399444","1943917970","922777","54.65488905163852","30.210078345450572","null","2024","2","2024","1","03","31"
"2024-03-31","Agency","Tennessee Valley Authority","null","0","0","0","0","0","0","0.0","0.0","Non-CFO","2024","2","2024","1","03","31"
"2024-03-31","Bureau","Tennessee Valley Authority","Tennessee Valley Authority","0","0","0","0","0","0","0.0","0.0","null","2024","2","2024","1","03","31"
"2024-03-31","Agency","The Judiciary","null","1047036","309","1035041","179","11995","130","98.85438514053003","57.92880258899677","Non-CFO","2024","2","2024","1","03","31"
"2024-03-31","Bureau","The Judiciary","Administrative Office of the U.S. Courts","1047036","309","1035041","179","11995","130","98.85438514053003","57.92880258899677","null","2024","2","2024","1","03","31"
"2024-03-31","Agency","U.S. Court of Appeals / Veterans Claims","null","0","0","0","0","0","0","0.0","0.0","Non-CFO","2024","2","2024","1","03","31"
"2024-03-31","Bureau","U.S. Court of Appeals / Veterans Claims","U.S. Court of Appeals / Veterans Claims","0","0","0","0","0","0","0.0","0.0","null","2024","2","2024","1","03","31"
"2024-03-31","Agency","U.S. Postal Service","null","81796823","77887","70514955","68901","11281868","8986","86.20744964630228","88.46277299164174","Non-CFO","2024","2","2024","1","03","31"
"2024-03-31","Bureau","U.S. Postal Service","U.S. Postal Service","81796823","77887","70514955","68901","11281868","8986","86.20744964630228","88.46277299164174","null","2024","2","2024","1","03","31"
"2024-03-31","Agency","U.S. Tax Court","null","0","0","0","0","0","0","0.0","0.0","Non-CFO","2024","2","2024","1","03","31"
"2024-03-31","Bureau","U.S. Tax Court","U.S. Tax Court","0","0","0","0","0","0","0.0","0.0","null","2024","2","2024","1","03","31"
"2024-03-31","Agency","US International Development Fin. Corp.","null","0","0","0","0","0","0","0.0","0.0","Non-CFO","2024","2","2024","1","03","31"
"2024-03-31","Bureau","US International Development Fin. Corp.","US International Development Fin. Corp.","0","0","0","0","0","0","0.0","0.0","null","2024","2","2024","1","03","31"
"2023-12-31","Agency","Agency for International Development","null","28413237","55","28412964","54","273","1","99.99903918022434","98.18181818181819","CFO","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Agency for International Development","Agency for International Development","28413237","55","28412964","54","273","1","99.99903918022434","98.18181818181819","null","2024","1","2023","4","12","31"
"2023-12-31","Agency","American Battle Monuments Commission","null","0","0","0","0","0","0","0.0","0.0","Non-CFO","2024","1","2023","4","12","31"
"2023-12-31","Bureau","American Battle Monuments Commission","American Battle Monuments Commission","0","0","0","0","0","0","0.0","0.0","null","2024","1","2023","4","12","31"
"2023-12-31","Agency","Armed Forces Retirement Home","null","108955","95","75785","94","33170","1","69.55623881418934","98.94736842105263","Non-CFO","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Armed Forces Retirement Home","Armed Forces Retirement Home","108955","95","75785","94","33170","1","69.55623881418934","98.94736842105263","null","2024","1","2023","4","12","31"
"2023-12-31","Agency","Commodity Futures Trading Commission","null","632255040","360","632255040","360","0","0","100.0","100.0","Non-CFO","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Commodity Futures Trading Commission","Commodity Futures Trading Commission","632255040","360","632255040","360","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Agency","Consumer Product Safety Commission","null","413","9","413","9","0","0","100.0","100.0","Non-CFO","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Consumer Product Safety Commission","Consumer Product Safety Commission","413","9","413","9","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Agency","Corp. for National and Community Service","null","4090345","339","3602899","148","487446","191","88.08301011283889","43.657817109144545","Non-CFO","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Corp. for National and Community Service","Corp. for National and Community Service","4090345","339","3602899","148","487446","191","88.08301011283889","43.657817109144545","null","2024","1","2023","4","12","31"
"2023-12-31","Agency","Department of Agriculture","null","1309817548","54336","1294478886","51797","15338662","2539","98.82894667097558","95.32722320376914","CFO","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Agriculture","Agricultural Marketing Service","5244306","1789","3741270","1186","1503036","603","71.33965866980301","66.29401900503075","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Agriculture","Commodity Credit Corporation","120531281","8977","120531281","8977","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Agriculture","Farm Service Agency","164243781","9623","164243781","9623","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Agriculture","Federal Crop Insurance Corporation","7807","6","7807","6","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Agriculture","Food Safety and Inspection Service","1668040","2129","1614802","2078","53238","51","96.8083499196662","97.60450915922968","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Agriculture","Food and Nutrition Service","5364595","96","38643","15","5325952","81","0.7203339674290417","15.625","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Agriculture","Forest Service","75848428","689","71058575","414","4789853","275","93.68496734039103","60.087082728592165","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Agriculture","Rural Development","913836980","27164","913829500","27156","7480","8","99.99918147326451","99.97054925636873","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Agriculture","U.S. Department of Agriculture","23072330","3863","19413227","2342","3659103","1521","84.14073047672255","60.626456122184834","null","2024","1","2023","4","12","31"
"2023-12-31","Agency","Department of Commerce","null","59036810","7982","59036810","7982","0","0","100.0","100.0","CFO","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Commerce","Bureau of Industry and Security","37546041","27","37546041","27","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Commerce","Bureau of the Census","2071882","6275","2071882","6275","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Commerce","Economic Development Administration","5120584","11","5120584","11","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Commerce","Economic and Statistical Analysis","0","0","0","0","0","0","0.0","0.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Commerce","General Administration","0","0","0","0","0","0","0.0","0.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Commerce","International Trade Administration","0","0","0","0","0","0","0.0","0.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Commerce","Minority Business Development Agency","0","0","0","0","0","0","0.0","0.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Commerce","NOAA","12517698","814","12517698","814","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Commerce","Nat'l Institute of Standards& Technology","992235","3","992235","3","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Commerce","Nat'l Telecomm & Information Admin.","296092","1","296092","1","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Commerce","National Technical Information Service","0","0","0","0","0","0","0.0","0.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Commerce","Office of the Inspector General","0","0","0","0","0","0","0.0","0.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Commerce","Patent and Trademark Office","492278","851","492278","851","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Agency","Department of Defense","null","2948774967","1692265","1094164109","301533","1854610858","1390732","37.1057175011619","17.818308598239636","CFO","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Defense","Consolidated Report","2948774967","1692265","1094164109","301533","1854610858","1390732","37.1057175011619","17.818308598239636","null","2024","1","2023","4","12","31"
"2023-12-31","Agency","Department of Education","null","116375366443","20143062","112964237421","19460230","3411129022","682832","97.06885647172527","96.61008837683168","CFO","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Education","Departmental Management","1477225691","2061","1471566855","1973","5658836","88","99.61692813532309","95.73022804463852","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Education","Federal Student Aid","114898140752","20141001","111492670566","19458257","3405470186","682744","97.03609635133219","96.61017841168868","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Education","Office of Postsecondary Education","0","0","0","0","0","0","0.0","0.0","null","2024","1","2023","4","12","31"
"2023-12-31","Agency","Department of Energy","null","14421542","104","14421542","104","0","0","100.0","100.0","CFO","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Energy","Bonneville Power Administration","1720488","32","1720488","32","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Energy","Energy Consolidated Reports","12701054","72","12701054","72","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Agency","Department of Health & Human Services","null","6218583605","1108675","5948182027","1077185","270401578","31490","95.65171757468073","97.15967258213634","CFO","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Health & Human Services","Administration for Children and Families","40532632","1726","40532632","1726","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Health & Human Services","Administration for Community Living","0","0","0","0","0","0","0.0","0.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Health & Human Services","Agency for Healthcare Research & Quality","0","0","0","0","0","0","0.0","0.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Health & Human Services","Centers for Disease Control","6553584","120","958972","21","5594612","99","14.63278718942185","17.5","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Health & Human Services","Centers for Medicare & Medicaid Services","5749035697","1079791","5637853029","1068268","111182668","11523","98.06606405213282","98.93284904208315","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Health & Human Services","Food and Drug Administration","191758449","21615","55189251","2148","136569198","19467","28.78060981813636","9.937543372657876","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Health & Human Services","Health Resources and Services Admin","127766083","709","127766083","709","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Health & Human Services","Indian Health Services","58200952","3364","58200952","3364","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Health & Human Services","National Institutes of Health","25324564","548","8269464","147","17055100","401","32.653924466379756","26.824817518248175","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Health & Human Services","Office of the Inspector General","33600","1","33600","1","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Health & Human Services","Office of the Secretary","11751654","538","11751654","538","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Health & Human Services","Program Support Center","6541890","253","6541890","253","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Health & Human Services","Substance Abuse & Mental Health Admin.","1084500","10","1084500","10","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Agency","Department of Homeland Security","null","307382051","122231","278951845","74220","28430206","48011","90.75085682215062","60.721093666909375","CFO","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Homeland Security","Bureau of Customs & Border Protection","9413643","888","9413643","888","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Homeland Security","Citizenship and Immigration Services","1188817","1458","1188817","1458","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Homeland Security","Domestic Nuclear Detection Office","4321","24","0","0","4321","24","0.0","0.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Homeland Security","Emergency Preparedness & Resp","220110221","45298","220110221","45298","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Homeland Security","Federal Law Enforcement Training Ctr.","8562","1","8562","1","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Homeland Security","Immigration and Customs Enforcement","17000209","673","17000209","673","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Homeland Security","Info Analysis Infrastructure Prot-NPPD","0","0","0","0","0","0","0.0","0.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Homeland Security","Management Headquarters","0","0","0","0","0","0","0.0","0.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Homeland Security","Office of Biometric Identity Management","0","0","0","0","0","0","0.0","0.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Homeland Security","Office of the Inspector General DHS","0","0","0","0","0","0","0.0","0.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Homeland Security","Science and Technology","0","0","0","0","0","0","0.0","0.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Homeland Security","Transportation Safety Administration","30015734","24501","30015734","24501","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Homeland Security","U.S. Coast Guard","29640544","49388","1214659","1401","28425885","47987","4.0979645987604005","2.8367214708026243","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Homeland Security","U.S. Secret Service","0","0","0","0","0","0","0.0","0.0","null","2024","1","2023","4","12","31"
"2023-12-31","Agency","Department of Housing and Urban Development","null","70357079","2882","70186290","2878","170789","4","99.75725399287825","99.86120749479528","CFO","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Housing and Urban Development","Community Planning and Development","102215","1","102215","1","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Housing and Urban Development","Government National Mortgage Association","148564","1","0","0","148564","1","0.0","0.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Housing and Urban Development","Housing Programs","70096066","2876","70073841","2873","22225","3","99.96829351307676","99.89568845618915","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Housing and Urban Development","Management and Administration","9981","2","9981","2","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Housing and Urban Development","Policy, Development and Research","0","0","0","0","0","0","0.0","0.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Housing and Urban Development","Public and Indian Housing Programs","253","2","253","2","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Agency","Department of Justice","null","92087543","39651","90230465","39087","1857078","564","97.98335590298028","98.57758946810925","CFO","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Justice","Bureau of ATF and Explosives","19881","1","19881","1","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Justice","Drug Enforcement Administration","337050","15","337050","15","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Justice","Federal Bureau of Investigation","467885","104","467885","104","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Justice","Federal Prison Industries","109248","127","0","0","109248","127","0.0","0.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Justice","Federal Prison System","0","0","0","0","0","0","0.0","0.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Justice","General Administration","0","0","0","0","0","0","0.0","0.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Justice","Legal Activities","90725233","39395","88986733","38964","1738500","431","98.0837745547592","98.90595253204721","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Justice","Office of Justice Assistance Programs","418916","3","418916","3","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Justice","U.S. Marshals Service","9330","6","0","0","9330","6","0.0","0.0","null","2024","1","2023","4","12","31"
"2023-12-31","Agency","Department of Labor","null","164405418","15575","142767376","10204","21638042","5371","86.83860771547079","65.51524879614767","CFO","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Labor","Bureau of Labor Statistics","4782","1","4782","1","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Labor","Departmental Management","135201","163","0","0","135201","163","0.0","0.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Labor","Employee Benefit Security Administration","21183238","471","21183238","471","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Labor","Employment Standards Administration","68216130","6697","57235798","2563","10980332","4134","83.90361341225308","38.27086755263551","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Labor","Employment and Training Administration","1257938","11","1257938","11","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Labor","Mine Safety and Health Administration","12166493","4253","9427645","3947","2738848","306","77.48859922082724","92.80507876792852","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Labor","Occupational Safety and Health Admin","61441636","3979","53657975","3211","7783661","768","87.33161825313375","80.69866800703694","null","2024","1","2023","4","12","31"
"2023-12-31","Agency","Department of State","null","22842745","21070","22650774","20908","191971","162","99.15959750021287","99.2311343141908","CFO","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of State","Department of State","21117231","9924","20925260","9762","191971","162","99.09092721484176","98.36759371221282","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of State","International Commissions","0","0","0","0","0","0","0.0","0.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of State","Passport NSF","1725514","11146","1725514","11146","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Agency","Department of Transportation","null","85897013","9365","85890113","9361","6900","4","99.99196712463097","99.9572877736252","CFO","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Transportation","Federal Aviation Administration","4420950","532","4420950","532","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Transportation","Federal Highway Administration","11103","9","11103","9","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Transportation","Federal Motor Carrier Safety Admin","77790845","8665","77783945","8661","6900","4","99.99113006164157","99.95383727639931","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Transportation","Federal Railroad Administration","146063","12","146063","12","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Transportation","Federal Transit Administration","783404","1","783404","1","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Transportation","Maritime Administration","304111","19","304111","19","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Transportation","National Highway Traffic Safety Admin.","26711","4","26711","4","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Transportation","Office of the Inspector General","3380","1","3380","1","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Transportation","Office of the Secretary","1148207","15","1148207","15","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Transportation","Pipeline Hazardous Material Safety Admin","1227189","97","1227189","97","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Transportation","Research Innovative Technology Admin","27322","8","27322","8","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Transportation","St. Lawrence Seaway Development Corp.","7728","2","7728","2","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Agency","Department of Veterans Affairs","null","271895877","2112244","151238327","2023077","120657550","89167","55.62361911063477","95.7785653551389","CFO","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Veterans Affairs","Administration and Cemeteries","5935457","705","238254","284","5697203","421","4.014080128960583","40.283687943262414","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Veterans Affairs","Housing Credit Assistance","1006506","30","31564","2","974942","28","3.135997202202471","6.666666666666667","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Veterans Affairs","Life Insurance","1233113","257","1233113","257","0","0","100.0","100.0","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Veterans Affairs","Medical and Construction","150544019","2025054","149735396","2022534","808623","2520","99.46286607374286","99.87555887398558","null","2024","1","2023","4","12","31"
"2023-12-31","Bureau","Department of Veterans Affairs","Veterans Benefits","113176782","86198","0","0","113176782","86198","0.0","0.0","null","2024","1","2023","4","12","31"
